0.905791937,0.355073652
0.913375856,0.224171499
0.632359246,0.652451073
0.097540405,0.604990642
0.546881519,0.142187159
0.957506835,0.025134986
0.964888535,0.421112254
0.157613082,0.184100289
0.970592782,0.725775267
0.957166948,0.370362687
0.485375649,0.841560087
0.800280469,0.734229691
0.141886339,0.571025873
0.421761283,0.176855058
0.79220733,0.265322036
0.655740699,0.223770405
0.849129306,0.08750035
0.933993248,0.640116548
0.678735155,0.180616888
0.757740131,0.045051107
0.743132468,0.723173479
0.65547789,0.660616825
0.706046088,0.627346502
0.031832846,0.021649815
0.276922985,0.910569989
0.046171391,0.800558656
0.097131781,0.745847484
0.823457828,0.813112814
0.694828623,0.383306319
0.31709948,0.617279232
0.950222049,0.57549486
0.034446081,0.530051705
0.43874436,0.275069756
0.381558457,0.24862896
0.795199901,0.227712826
0.186872605,0.804449584
0.489764396,0.986104242
0.64631301,0.535664191
0.709364831,0.08707722
0.754686682,0.802091441
0.276025077,0.98914491
0.679702677,0.066946258
0.655098004,0.939398362
0.162611735,0.018177534
0.118997682,0.683838614
0.498364052,0.78373648
0.340385727,0.885359451
0.223811939,0.625937626
0.751267059,0.137868992
0.255095115,0.217801594
0.505957052,0.182141076
0.699076723,0.041819864
0.890903253,0.106941659
0.959291425,0.616443485
0.54721553,0.93966101
0.257508254,0.984349417
0.840717256,0.945579189
0.254282179,0.676644678
0.814284826,0.988302262
0.243524969,0.766831387
0.929263623,0.336699264
0.349983766,0.66238186
0.19659525,0.244165287
0.251083858,0.295507251
0.616044676,0.680178371
0.473288849,0.52784683
0.549723608,0.583533174
0.917193664,0.551792515
0.285839019,0.583570619
0.757200229,0.51181992
0.753729094,0.082592727
0.380445847,0.719570135
0.77916723,0.886543862
0.934010684,0.454694865
0.568823661,0.217732068
0.337122644,0.726104432
0.162182308,0.782872073
0.794284541,0.693787615
0.528533136,0.843213338
0.262971285,0.042659856
0.654079098,0.378186137
0.689214503,0.704339624
0.748151593,0.729513046
0.450541599,0.224277071
0.083821378,0.269054732
0.228976969,0.673031165
0.152378019,0.623716413
0.825816977,0.236444933
0.538342435,0.177123754
0.996134717,0.829643386
0.078175529,0.766921668
0.44267827,0.934478273
0.10665277,0.107888905
0.961898081,0.182227506
0.004634224,0.099095282
0.817303221,0.19324533
0.868694705,0.895891574
0.084435846,0.09908965
0.259870403,0.557295156
0.80006848,0.772495067
0.910647594,0.178982479
0.263802917,0.210145637
0.14553898,0.51015252
